time,ax,ay,az,aT
17.927000,0.3741,-0.3543,-1.2841,1.384
17.928000,0.3331,-0.4389,-1.0377,1.175
17.949000,0.3415,-0.4927,-1.0120,1.176
17.951000,0.2436,-0.4963,-0.8197,0.989
17.959000,0.2836,-0.5904,-0.7702,1.011
17.974000,0.1975,-0.5725,-0.5763,0.836
17.978000,0.1810,-0.6040,-0.5766,0.854
18.001000,0.0975,-0.7072,-0.4159,0.826
18.004000,0.0724,-0.6953,-0.4084,0.810
18.009000,-0.0122,-0.7059,-0.3249,0.777
18.052000,0.0682,-0.7750,-0.2923,0.831
18.056000,-0.0305,-0.8377,-0.2372,0.871
18.058000,-0.0542,-0.8348,-0.2102,0.863
18.059000,-0.1644,-0.9192,-0.1517,0.946
18.060000,-0.1866,-0.9234,-0.2254,0.969
18.084000,-0.2704,-1.0113,-0.1927,1.064
18.086000,-0.2843,-1.0610,-0.2854,1.135
18.088000,-0.4096,-1.1134,-0.2146,1.206
18.111000,-0.4267,-1.0913,-0.2715,1.203
18.117000,-0.5371,-1.1606,-0.2727,1.308
18.118000,-0.5407,-1.2053,-0.2889,1.352
18.140000,-0.6770,-1.2292,-0.2739,1.430
18.143000,-0.7122,-1.2546,-0.2924,1.472
18.155000,-0.8293,-1.3023,-0.2785,1.569
18.158000,-0.8154,-1.3394,-0.2901,1.595
18.170000,-0.8800,-1.3611,-0.2416,1.639
18.178000,-0.9152,-1.3764,-0.2441,1.671
18.191000,-1.0589,-1.3981,-0.1633,1.761
18.220000,-1.0425,-1.4104,-0.1546,1.761
18.222000,-1.1650,-1.4126,-0.0546,1.832
18.223000,-1.1689,-1.4387,-0.0705,1.855
18.228000,-1.2951,-1.4863,0.0516,1.972
18.238000,-1.2456,-1.4161,0.0801,1.888
18.248000,-1.3881,-1.4905,0.1765,2.044
18.258000,-1.3379,-1.4268,0.1945,1.966
18.303000,-1.4291,-1.5518,0.2702,2.127
18.306000,-1.4517,-1.5542,0.3063,2.149
18.309000,-1.4974,-1.5822,0.4601,2.227
18.310000,-1.4886,-1.5720,0.4377,2.209
18.311000,-1.5561,-1.6146,0.6429,2.333
18.318000,-1.5493,-1.5938,0.6263,2.309
18.329000,-1.6093,-1.7072,0.7789,2.472
18.338000,-1.6469,-1.6782,0.7564,2.470
18.349000,-1.7392,-1.7297,0.9221,2.621
18.358000,-1.7425,-1.7213,0.9177,2.616
18.394000,-1.7544,-1.7611,1.0989,2.718
18.400000,-1.7317,-1.7112,1.0815,2.664
18.403000,-1.7129,-1.7044,1.1098,2.659
18.405000,-1.7569,-1.7488,1.2906,2.795
18.425000,-1.9491,-1.7831,1.4159,2.997
18.428000,-1.9512,-1.7312,1.4350,2.977
18.429000,-1.9065,-1.8532,1.5813,3.093
18.438000,-1.8429,-1.6573,1.6070,2.954
18.452000,-1.8803,-1.6635,1.8152,3.098
18.457000,-1.8245,-1.5108,1.6786,2.903
18.467000,-1.7187,-1.6649,1.8609,3.031
18.478000,-1.6357,-1.5570,1.8215,2.901
18.490000,-1.6439,-1.6156,1.9723,3.034
18.499000,-1.6473,-1.5358,1.9754,2.996
18.521000,-1.6973,-1.5636,2.1016,3.121
18.524000,-1.7621,-1.5666,2.1351,3.181
18.528000,-1.9350,-1.5282,2.2955,3.369
18.539000,-1.9462,-1.4352,2.2599,3.310
18.548000,-2.0628,-1.5061,2.3987,3.504
18.558000,-2.0376,-1.3981,2.3939,3.441
18.569000,-2.1565,-1.4617,2.4325,3.564
18.578000,-2.0022,-1.4086,2.4181,3.441
18.598000,-2.0086,-1.3548,2.4401,3.439
18.602000,-1.9626,-1.3284,2.4094,3.380
18.615000,-1.9701,-1.3357,2.3994,3.380
18.650000,-1.8719,-1.3525,2.3877,3.322
18.656000,-2.0175,-1.3500,2.3057,3.348
18.664000,-1.9949,-1.3215,2.3090,3.325
18.666000,-2.0698,-1.2927,2.2553,3.323
18.667000,-2.0446,-1.2000,2.2809,3.290
18.668000,-2.1258,-1.1070,2.2213,3.268
18.678000,-2.0860,-1.1155,2.1997,3.230
18.698000,-2.1129,-1.0311,2.1532,3.188
18.700000,-2.1351,-0.9851,2.1206,3.166
18.708000,-2.1537,-0.9845,2.0220,3.114
18.743000,-2.1492,-0.9724,2.0163,3.103
18.747000,-2.1766,-0.9446,1.9659,3.081
18.749000,-2.1505,-0.9306,1.9082,3.022
18.751000,-2.1574,-0.9037,1.9313,3.033
18.759000,-2.1077,-0.8590,1.8883,2.957
18.771000,-2.1667,-0.8104,1.9020,2.995
18.778000,-2.1503,-0.7994,1.8904,2.973
18.806000,-2.0952,-0.7567,1.9130,2.936
18.808000,-2.0556,-0.7412,1.8894,2.889
18.809000,-2.0254,-0.7556,1.9477,2.910
18.825000,-1.9981,-0.7830,1.9190,2.879
18.828000,-1.9896,-0.8027,1.9892,2.926
18.841000,-1.9745,-0.7916,1.9767,2.904
18.848000,-1.9275,-0.8366,2.0345,2.925
18.857000,-1.9602,-0.8609,2.0619,2.972
18.868000,-1.9240,-0.8707,2.1575,3.019
18.878000,-1.9117,-0.8873,2.1792,3.032
18.897000,-1.8539,-0.8907,2.2985,3.084
18.900000,-1.8494,-0.8879,2.2836,3.070
18.908000,-1.7448,-0.8954,2.3684,3.075
18.935000,-1.6843,-0.8924,2.3862,3.054
18.937000,-1.5731,-0.9397,2.4055,3.024
18.939000,-1.5044,-0.9031,2.4371,3.003
18.951000,-1.3929,-0.9733,2.5144,3.035
18.958000,-1.3899,-0.8816,2.5120,3.003
18.969000,-1.2790,-0.8778,2.5650,2.998
18.978000,-1.2364,-0.8628,2.5287,2.944
18.988000,-1.1423,-0.8964,2.5493,2.934
19.010000,-1.1315,-0.8839,2.5223,2.902
19.013000,-1.0556,-0.9245,2.4771,2.847
19.059000,-1.0312,-0.9099,2.4381,2.799
19.061000,-0.9442,-0.9144,2.3737,2.713
19.062000,-0.9228,-0.9172,2.3279,2.667
19.064000,-0.9024,-0.9148,2.2110,2.557
19.066000,-0.8905,-0.9255,2.1658,2.518
19.074000,-0.8054,-0.9284,1.9525,2.307
19.079000,-0.8152,-0.9879,1.9486,2.332
19.088000,-0.7369,-0.9549,1.7977,2.165
19.110000,-0.7399,-1.0131,1.6896,2.104
19.117000,-0.7030,-0.9859,1.4872,1.918
19.118000,-0.6823,-1.0499,1.4639,1.926
19.129000,-0.6271,-0.9692,1.2333,1.689
19.143000,-0.6234,-1.0275,1.1808,1.685
19.159000,-0.5127,-1.0054,0.9728,1.490
19.166000,-0.5028,-0.9812,0.9388,1.448
19.171000,-0.4443,-0.9965,0.7202,1.307
19.179000,-0.4325,-1.0402,0.7211,1.338
19.191000,-0.3554,-0.9370,0.4906,1.116
19.211000,-0.3492,-0.9724,0.4626,1.132
19.220000,-0.2234,-0.9082,0.2958,0.981
19.222000,-0.2658,-0.9708,0.2669,1.041
19.227000,-0.1467,-0.9243,0.1168,0.943
19.252000,-0.1875,-0.9468,0.1251,0.973
19.255000,-0.1093,-0.9157,-0.0344,0.923
19.258000,-0.0770,-0.9053,-0.0342,0.909
19.269000,-0.0191,-0.9000,-0.0829,0.904
19.278000,0.0194,-0.8925,-0.1581,0.907
19.290000,0.1118,-0.8888,-0.2457,0.929
19.314000,0.1394,-0.9196,-0.1677,0.945
19.318000,0.2157,-0.9293,-0.3126,1.004
19.319000,0.2493,-0.9365,-0.3029,1.015
19.328000,0.3209,-0.9829,-0.3695,1.098
19.355000,0.3486,-0.9685,-0.3570,1.090
19.359000,0.4436,-0.9873,-0.3798,1.147
19.360000,0.4179,-0.9849,-0.3815,1.136
19.372000,0.5460,-1.0084,-0.4525,1.233
19.378000,0.5074,-0.9367,-0.4320,1.150
19.389000,0.6563,-0.9923,-0.4883,1.286
19.411000,0.6141,-1.0114,-0.4463,1.265
19.415000,0.7352,-0.9979,-0.5460,1.354
19.420000,0.7348,-1.0268,-0.5604,1.381
19.428000,0.8907,-0.9888,-0.6017,1.461
19.451000,0.8295,-1.0248,-0.5918,1.445
19.455000,0.9922,-0.9618,-0.6292,1.518
19.458000,0.9585,-0.9571,-0.6781,1.515
19.473000,1.1473,-0.9541,-0.7739,1.681
19.478000,1.1264,-0.9181,-0.7335,1.628
19.489000,1.2650,-0.8884,-0.8191,1.749
19.498000,1.2501,-0.9002,-0.8423,1.756
19.523000,1.3282,-0.8650,-0.9479,1.847
19.525000,1.3363,-0.8601,-0.9532,1.853
19.528000,1.4215,-0.8043,-1.0682,1.952
19.557000,1.4408,-0.7898,-1.0698,1.961
19.560000,1.4713,-0.7707,-1.1909,2.044
19.561000,1.4664,-0.8256,-1.1936,2.063
19.571000,1.5679,-0.7331,-1.3508,2.196
19.579000,1.5431,-0.7904,-1.3022,2.168
19.589000,1.5915,-0.7214,-1.5153,2.313
19.624000,1.5357,-0.7908,-1.4698,2.268
19.626000,1.6188,-0.7204,-1.6575,2.426
19.628000,1.5844,-0.6773,-1.6533,2.388
19.629000,1.6239,-0.6681,-1.8262,2.533
19.654000,1.5753,-0.6345,-1.8014,2.476
19.657000,1.6060,-0.5917,-1.9395,2.587
19.659000,1.5957,-0.5557,-1.9421,2.574
19.671000,1.6604,-0.5064,-2.0940,2.720
19.678000,1.6404,-0.4845,-2.0761,2.690
19.689000,1.6623,-0.4338,-2.2282,2.814
19.721000,1.6758,-0.3782,-2.2377,2.821
19.727000,1.7148,-0.3648,-2.3915,2.965
19.728000,1.6782,-0.3210,-2.3402,2.898
19.730000,1.6828,-0.2819,-2.4900,3.019
19.762000,1.6801,-0.2020,-2.4570,2.983
19.767000,1.6938,-0.1875,-2.5642,3.079
19.769000,1.6723,-0.1218,-2.4951,3.006
19.772000,1.7554,-0.0859,-2.6470,3.177
19.778000,1.7289,-0.0535,-2.5773,3.104
19.789000,1.7601,-0.0221,-2.6577,3.188
19.826000,1.7908,0.0320,-2.6473,3.196
19.830000,1.8326,0.0017,-2.7004,3.264
19.832000,1.8107,0.0824,-2.6470,3.208
19.838000,1.8260,0.1081,-2.6795,3.244
19.840000,1.8113,0.1098,-2.6572,3.218
19.859000,1.8459,0.1563,-2.6310,3.218
19.861000,1.7955,0.1316,-2.5902,3.154
19.885000,1.9274,0.1749,-2.5629,3.212
19.889000,1.8838,0.2461,-2.5323,3.166
19.891000,1.8812,0.2460,-2.4735,3.117
19.910000,1.8783,0.2382,-2.4342,3.084
19.913000,1.9110,0.2499,-2.3819,3.064
19.944000,1.8963,0.3522,-2.3434,3.035
19.955000,1.9273,0.3188,-2.2989,3.017
19.956000,1.9149,0.3564,-2.2303,2.961
19.964000,1.9540,0.3811,-2.1392,2.922
19.965000,1.9652,0.4116,-2.1290,2.926
19.991000,2.0291,0.4714,-2.1156,2.969
19.995000,1.9497,0.5138,-2.0392,2.868
19.995000,1.9664,0.5086,-2.0194,2.864
20.017000,1.9967,0.5103,-1.9842,2.861
20.020000,1.9920,0.5870,-1.9871,2.874
20.022000,1.9937,0.5743,-1.9402,2.841
20.028000,1.9410,0.6109,-1.9692,2.832
20.051000,1.9383,0.5957,-1.9296,2.799
20.056000,1.9058,0.6187,-1.9750,2.813
20.059000,1.9246,0.6131,-1.9900,2.836
20.098000,1.8328,0.5886,-2.0752,2.831
20.100000,1.8164,0.5828,-2.0347,2.789
20.101000,1.7759,0.5806,-2.1071,2.816
20.103000,1.7312,0.5890,-2.1329,2.810
20.108000,1.6979,0.5851,-2.1613,2.810
20.123000,1.6560,0.5287,-2.1343,2.753
20.128000,1.5587,0.5331,-2.2384,2.779
20.163000,1.6034,0.5461,-2.2202,2.793
20.168000,1.4822,0.5365,-2.2940,2.783
20.169000,1.4751,0.5372,-2.2990,2.784
20.170000,1.3810,0.5629,-2.3248,2.762
20.179000,1.3865,0.5491,-2.3201,2.758
20.198000,1.3058,0.5092,-2.3992,2.779
20.201000,1.2715,0.5263,-2.3462,2.720
20.209000,1.2034,0.5306,-2.4384,2.770
20.222000,1.1627,0.4876,-2.3944,2.706
20.228000,1.1211,0.4703,-2.3991,2.690
20.266000,1.1355,0.4751,-2.3744,2.674
20.269000,1.0483,0.4413,-2.3350,2.597
20.269000,1.0442,0.3955,-2.3557,2.607
20.270000,1.0008,0.4189,-2.3352,2.575
20.278000,0.9450,0.3901,-2.2786,2.497
20.305000,0.8987,0.3601,-2.2082,2.411
20.310000,0.8906,0.3377,-2.2158,2.412
20.312000,0.7820,0.2562,-2.1001,2.256
20.331000,0.7603,0.2360,-2.0943,2.241
20.334000,0.6911,0.1811,-1.9633,2.089
20.340000,0.7150,0.1439,-1.9351,2.068
20.348000,0.6256,0.0511,-1.7874,1.894
20.371000,0.6688,0.0258,-1.7607,1.884
20.374000,0.5667,-0.0462,-1.5785,1.678
20.378000,0.5463,-0.0093,-1.5348,1.629
20.406000,0.5132,-0.1052,-1.3402,1.439
20.408000,0.4669,-0.1617,-1.2917,1.383
20.409000,0.4025,-0.1947,-1.1427,1.227
20.431000,0.4021,-0.2152,-1.1317,1.220
20.434000,0.3538,-0.2776,-0.9466,1.048
20.437000,0.3561,-0.3051,-0.9566,1.065
20.470000,0.2570,-0.3570,-0.7866,0.901
20.475000,0.2458,-0.3628,-0.7982,0.911
20.476000,0.1712,-0.4132,-0.6600,0.797
20.477000,0.1797,-0.4331,-0.6398,0.793
20.506000,0.1103,-0.5073,-0.5289,0.741
20.509000,0.0576,-0.5629,-0.5267,0.773
20.510000,-0.0307,-0.5741,-0.4216,0.713
20.529000,0.0127,-0.5529,-0.4299,0.701
20.532000,-0.0578,-0.6517,-0.3277,0.732
20.539000,-0.1184,-0.6350,-0.3323,0.726
20.593000,-0.2260,-0.6777,-0.2794,0.767
20.596000,-0.2186,-0.7302,-0.2586,0.805
20.599000,-0.2518,-0.7735,-0.3222,0.875
20.602000,-0.3181,-0.8013,-0.2045,0.886
20.603000,-0.4079,-0.8577,-0.1891,0.968
20.605000,-0.4104,-0.9098,-0.2407,1.027
20.620000,-0.5090,-0.9360,-0.1611,1.078
20.622000,-0.5128,-0.9926,-0.1609,1.129
20.628000,-0.6281,-0.9921,-0.1120,1.180
20.655000,-0.6139,-0.9887,-0.1501,1.173
20.659000,-0.7486,-1.0375,-0.0257,1.280
20.661000,-0.7545,-1.0600,-0.0623,1.303
20.697000,-0.9016,-1.0521,-0.0202,1.386
20.700000,-0.8990,-1.0385,-0.0401,1.374
20.701000,-0.9782,-1.1096,0.0307,1.480
20.702000,-0.9748,-1.0860,0.0293,1.460
20.708000,-1.0587,-1.1344,0.1252,1.557
20.719000,-1.0615,-1.1511,0.0849,1.568
20.728000,-1.1390,-1.1976,0.1974,1.665
20.758000,-1.1174,-1.1948,0.1279,1.641
20.762000,-1.2192,-1.1893,0.2415,1.720
20.764000,-1.2560,-1.2671,0.2428,1.801
20.804000,-1.2125,-1.2280,0.2189,1.740
20.808000,-1.3121,-1.2647,0.3038,1.847
20.809000,-1.3369,-1.2772,0.3931,1.890
20.810000,-1.3442,-1.2513,0.3840,1.876
20.811000,-1.4050,-1.3381,0.5087,2.006
20.829000,-1.3901,-1.3379,0.4819,1.989
20.832000,-1.4364,-1.3929,0.6372,2.100
20.838000,-1.4331,-1.3896,0.6189,2.090
20.866000,-1.4426,-1.4240,0.7442,2.159
20.869000,-1.4654,-1.3816,0.7704,2.156
20.871000,-1.4300,-1.3896,0.7944,2.146
20.879000,-1.4882,-1.4327,0.9512,2.274
20.906000,-1.5727,-1.4582,1.0547,2.390
20.910000,-1.5565,-1.4357,1.0788,2.377
20.911000,-1.5901,-1.4550,1.2373,2.485
20.932000,-1.5455,-1.4485,1.2484,2.459
20.936000,-1.6635,-1.4646,1.4010,2.622
20.938000,-1.7443,-1.4500,1.4185,2.675
20.976000,-1.8134,-1.4973,1.5891,2.838
20.979000,-1.8336,-1.4795,1.5579,2.825
20.981000,-1.7709,-1.4127,1.7045,2.835
20.982000,-1.7187,-1.2107,1.7359,2.726
21.007000,-1.7459,-1.2788,1.8474,2.845
21.010000,-1.5441,-1.3181,1.8132,2.722
21.012000,-1.5021,-1.3399,1.8753,2.751
21.031000,-1.4661,-1.3380,1.8958,2.745
21.036000,-1.5481,-1.3546,1.9373,2.826
21.038000,-1.4359,-1.2641,1.9531,2.734
21.066000,-1.5994,-1.2832,2.0267,2.883
21.078000,-1.7268,-1.2494,2.0877,2.984
21.080000,-1.8043,-1.2329,2.1082,3.036
21.082000,-1.8541,-1.2443,2.1261,3.083
21.097000,-1.9533,-1.2504,2.1846,3.186
21.100000,-1.9666,-1.1635,2.1741,3.154
21.108000,-2.0045,-1.2300,2.1544,3.189
21.122000,-1.9365,-1.1100,2.1039,3.067
21.128000,-1.9359,-1.0873,2.1203,3.070
21.166000,-1.8543,-1.0563,2.0821,2.981
21.170000,-1.8050,-1.0692,2.0210,2.913
21.172000,-1.8546,-1.1554,1.9900,2.955
21.177000,-1.8814,-1.1449,1.9623,2.950
21.179000,-1.8614,-1.1166,1.9245,2.901
21.201000,-1.8909,-0.9756,1.9298,2.873
21.204000,-1.9330,-0.9573,1.9454,2.905
21.208000,-1.9294,-0.8767,1.9012,2.847
21.225000,-1.9118,-0.8542,1.8626,2.802
21.228000,-1.9376,-0.8625,1.8540,2.817
21.259000,-1.9626,-0.8451,1.7752,2.778
21.269000,-1.9287,-0.7985,1.7852,2.747
21.270000,-1.8824,-0.8269,1.7258,2.684
21.271000,-1.9271,-0.7792,1.7558,2.721
21.278000,-1.8999,-0.8002,1.7966,2.735
21.290000,-1.8235,-0.7942,1.8321,2.704
21.317000,-1.8352,-0.7675,1.8464,2.714
21.319000,-1.7904,-0.7688,1.8488,2.686
21.321000,-1.7335,-0.7302,1.8512,2.639
21.329000,-1.6910,-0.7984,1.9066,2.671
21.339000,-1.6775,-0.7501,1.9085,2.649
21.373000,-1.5888,-0.7817,1.9776,2.654
21.395000,-1.5998,-0.7525,1.9575,2.638
21.397000,-1.5931,-0.7875,2.0193,2.690
21.398000,-1.5945,-0.8010,2.0368,2.708
21.399000,-1.5512,-0.8204,2.1155,2.749
21.401000,-1.5529,-0.8025,2.1420,2.765
21.418000,-1.5310,-0.8204,2.1946,2.799
21.421000,-1.5186,-0.8047,2.1897,2.784
21.429000,-1.4448,-0.8381,2.2501,2.802
21.442000,-1.4212,-0.8174,2.2422,2.778
21.477000,-1.3035,-0.8343,2.2757,2.752
21.479000,-1.2953,-0.7732,2.2509,2.710
21.481000,-1.1784,-0.8071,2.2269,2.646
21.482000,-1.1712,-0.7846,2.1806,2.597
21.517000,-1.0205,-0.7813,2.1972,2.545
21.519000,-1.0099,-0.7521,2.1532,2.494
21.520000,-0.8854,-0.7673,2.0752,2.383
21.521000,-0.9398,-0.7553,2.0579,2.385
21.528000,-0.8437,-0.7329,1.9583,2.255
21.541000,-0.8816,-0.7765,1.9127,2.245
21.578000,-0.8009,-0.7702,1.8646,2.171
21.590000,-0.7821,-0.7809,1.8098,2.121
21.591000,-0.7109,-0.7286,1.6918,1.974
21.592000,-0.6737,-0.7951,1.6306,1.935
21.593000,-0.6906,-0.7763,1.5461,1.863
21.624000,-0.6794,-0.8006,1.4500,1.790
21.627000,-0.6180,-0.7365,1.3218,1.634
21.629000,-0.6310,-0.8044,1.3365,1.683
21.630000,-0.5819,-0.8106,1.1664,1.535
21.650000,-0.5476,-0.8291,1.1343,1.508
21.656000,-0.4687,-0.8046,0.9691,1.344
21.658000,-0.4779,-0.8431,0.9383,1.349
21.687000,-0.3896,-0.8511,0.7943,1.228
21.705000,-0.3711,-0.8186,0.7838,1.193
21.706000,-0.2710,-0.7815,0.6585,1.057
21.714000,-0.2962,-0.7881,0.6063,1.038
21.715000,-0.1817,-0.7453,0.4763,0.903
21.723000,-0.1864,-0.7765,0.4778,0.931
21.728000,-0.1103,-0.7827,0.3563,0.867
21.748000,-0.1346,-0.8025,0.3064,0.869
21.751000,-0.0108,-0.7830,0.2015,0.809
21.759000,-0.0552,-0.7960,0.1979,0.822
21.793000,0.0503,-0.7556,0.0527,0.759
21.799000,0.0219,-0.7667,0.0694,0.770
21.800000,0.1195,-0.8009,-0.0438,0.811
21.801000,0.1260,-0.7598,-0.0737,0.774
21.809000,0.2175,-0.7722,-0.1276,0.812
21.834000,0.2703,-0.7959,-0.1570,0.855
21.837000,0.3485,-0.7941,-0.2434,0.901
21.838000,0.3763,-0.7797,-0.2717,0.907
21.859000,0.4593,-0.7650,-0.3566,0.961
21.863000,0.4599,-0.7820,-0.3602,0.976
21.897000,0.5437,-0.7784,-0.3873,1.025
21.906000,0.5411,-0.7666,-0.4000,1.020
21.906000,0.6337,-0.8329,-0.4777,1.150
21.908000,0.6040,-0.8188,-0.4873,1.128
21.909000,0.7275,-0.7895,-0.5369,1.200
21.944000,0.6874,-0.7971,-0.5293,1.178
21.950000,0.7833,-0.7915,-0.5730,1.252
21.951000,0.7594,-0.7225,-0.5720,1.194
21.952000,0.8758,-0.7827,-0.6285,1.332
21.973000,0.9007,-0.7805,-0.5867,1.328
21.977000,1.0052,-0.7563,-0.6313,1.407
21.979000,0.9980,-0.7564,-0.6582,1.415
22.002000,1.0714,-0.7254,-0.7121,1.477
22.005000,1.0755,-0.6967,-0.6645,1.444
22.008000,1.1661,-0.6555,-0.7654,1.541
22.019000,1.1670,-0.6746,-0.7315,1.534
22.028000,1.2626,-0.6930,-0.8406,1.668
22.050000,1.2412,-0.6571,-0.8225,1.628
22.054000,1.2895,-0.6323,-0.9617,1.728
22.058000,1.3414,-0.6180,-0.9425,1.752
22.089000,1.3945,-0.6052,-1.0105,1.825
22.092000,1.4146,-0.6028,-1.0548,1.865
22.094000,1.4309,-0.5378,-1.1762,1.929
22.104000,1.4270,-0.5690,-1.1787,1.936
22.108000,1.5097,-0.5103,-1.3221,2.071
22.120000,1.4268,-0.5367,-1.3041,2.006
22.128000,1.4784,-0.5116,-1.4558,2.137
22.150000,1.4479,-0.5166,-1.4651,2.124
22.152000,1.5030,-0.4591,-1.6507,2.279
22.158000,1.4749,-0.4306,-1.6273,2.238
22.178000,1.5288,-0.3789,-1.7693,2.369
22.181000,1.5101,-0.4029,-1.7804,2.369
22.189000,1.5606,-0.3707,-1.9365,2.514
22.202000,1.5418,-0.2821,-1.9200,2.479
22.208000,1.5754,-0.2774,-2.0680,2.614
22.218000,1.5662,-0.2318,-2.0408,2.583
22.228000,1.5978,-0.2117,-2.1806,2.712
22.241000,1.5862,-0.1803,-2.1477,2.676
22.249000,1.6189,-0.1442,-2.2415,2.769
22.278000,1.6097,-0.1174,-2.2295,2.752
22.280000,1.6289,-0.0886,-2.2808,2.804
22.283000,1.6245,-0.0641,-2.2519,2.777
22.293000,1.6980,-0.0160,-2.3018,2.860
22.300000,1.6694,-0.0176,-2.2727,2.820
22.309000,1.7237,0.0503,-2.3012,2.876
22.328000,1.6879,0.0511,-2.2865,2.842
22.333000,1.7554,0.0457,-2.2912,2.887
22.339000,1.6960,0.1519,-2.2530,2.824
22.366000,1.7813,0.1649,-2.2553,2.879
22.369000,1.7667,0.1660,-2.2364,2.855
22.370000,1.7918,0.1855,-2.2407,2.875
22.379000,1.7773,0.2010,-2.1531,2.799
22.388000,1.7856,0.2326,-2.1246,2.785
22.402000,1.7903,0.2553,-2.0761,2.753
22.408000,1.7941,0.2825,-2.0642,2.749
22.419000,1.7562,0.3314,-2.0519,2.721
22.428000,1.7981,0.3427,-2.0033,2.714
22.445000,1.7316,0.3724,-2.0200,2.687
22.453000,1.7512,0.3633,-1.9663,2.658
22.486000,1.7612,0.4074,-1.9525,2.661
22.489000,1.7469,0.3829,-1.9278,2.630
22.491000,1.7641,0.4509,-1.9192,2.646
22.492000,1.7369,0.4473,-1.9340,2.638
22.503000,1.7398,0.4530,-1.8874,2.607
22.509000,1.6757,0.4806,-1.9072,2.584
22.519000,1.6910,0.5174,-1.8964,2.593
22.528000,1.7124,0.4763,-1.9063,2.606
22.538000,1.6679,0.4819,-1.8884,2.565
22.566000,1.6758,0.4999,-1.9269,2.602
22.568000,1.7004,0.4912,-1.8898,2.589
22.574000,1.6538,0.4974,-1.9585,2.611
22.584000,1.6049,0.4645,-1.9401,2.560
22.600000,1.5733,0.5410,-1.9780,2.585
22.602000,1.5772,0.4961,-1.9951,2.591
22.608000,1.5069,0.5113,-1.9930,2.550
22.626000,1.4709,0.4901,-2.0100,2.538
22.630000,1.3858,0.4622,-2.0200,2.493
22.649000,1.3721,0.4935,-2.0153,2.487
22.654000,1.3075,0.5326,-2.0613,2.498
22.658000,1.3347,0.4848,-2.0538,2.497
22.684000,1.2333,0.4777,-2.0554,2.444
22.698000,1.2372,0.4896,-2.0646,2.456
22.705000,1.1399,0.4864,-2.0927,2.432
22.707000,1.1563,0.4622,-2.0849,2.428
22.708000,1.1081,0.4361,-2.0968,2.411
22.725000,1.0676,0.4477,-2.0226,2.331
22.728000,1.0562,0.4418,-2.0133,2.316
22.751000,1.0255,0.4461,-2.0229,2.311
22.755000,0.9298,0.4096,-2.0257,2.266
22.758000,0.9379,0.3705,-1.9948,2.235
22.787000,0.8790,0.3942,-1.9477,2.173
22.790000,0.9206,0.3694,-1.9721,2.208
22.795000,0.8190,0.3285,-1.8924,2.088
22.798000,0.8112,0.3274,-1.8768,2.071
22.820000,0.7331,0.3269,-1.8059,1.976
22.822000,0.7139,0.2514,-1.8243,1.975
22.828000,0.6730,0.2096,-1.7426,1.880
22.844000,0.6659,0.1604,-1.7214,1.853
22.849000,0.5537,0.1655,-1.6106,1.711
22.889000,0.5948,0.0995,-1.6262,1.734
22.891000,0.5443,0.0794,-1.4590,1.559
22.892000,0.5189,0.0396,-1.4857,1.574
22.893000,0.4755,-0.0315,-1.3693,1.450
22.904000,0.3959,-0.0330,-1.3542,1.411
22.923000,0.3725,-0.0576,-1.2102,1.268
22.925000,0.3103,-0.1525,-1.2393,1.287
22.928000,0.2962,-0.1686,-1.0668,1.120
22.947000,0.2534,-0.2178,-1.0666,1.118
22.953000,0.2318,-0.2348,-0.9119,0.970
22.960000,0.1895,-0.2383,-0.8895,0.940
22.983000,0.1303,-0.2713,-0.7906,0.846
22.986000,0.0960,-0.3130,-0.7671,0.834
22.988000,0.0128,-0.3514,-0.6205,0.713
23.021000,0.0222,-0.4000,-0.6082,0.728
23.023000,-0.0815,-0.4101,-0.4966,0.649
23.024000,-0.0642,-0.4655,-0.4523,0.652
23.029000,-0.1244,-0.5104,-0.3590,0.636
23.048000,-0.1707,-0.4890,-0.3920,0.650
23.053000,-0.2431,-0.5736,-0.3002,0.692
23.059000,-0.2242,-0.5688,-0.3172,0.689
23.087000,-0.3431,-0.6019,-0.2359,0.732
23.090000,-0.3162,-0.6279,-0.2394,0.743
23.091000,-0.3727,-0.6525,-0.1926,0.776
23.120000,-0.4331,-0.6927,-0.1918,0.839
23.124000,-0.5164,-0.6806,-0.1503,0.867
23.125000,-0.5042,-0.7300,-0.1071,0.894
23.128000,-0.6150,-0.7817,-0.0948,0.999
23.146000,-0.5756,-0.7951,-0.1020,0.987
23.151000,-0.6781,-0.8105,-0.0494,1.058
23.159000,-0.6972,-0.8165,-0.0831,1.077
23.181000,-0.7869,-0.8466,-0.0573,1.157
23.185000,-0.7953,-0.8405,-0.0600,1.159
23.190000,-0.9281,-0.9056,0.0076,1.297
23.211000,-0.9280,-0.8657,-0.0383,1.270
23.213000,-0.9712,-0.9185,0.0229,1.337
23.236000,-0.9564,-0.9526,-0.0187,1.350
23.239000,-1.0332,-0.9705,0.0542,1.419
23.240000,-1.0463,-0.9778,0.0647,1.434
23.248000,-1.1644,-1.0179,0.1374,1.553
23.284000,-1.1004,-0.9652,0.1070,1.468
23.287000,-1.1929,-1.0210,0.1813,1.581
23.288000,-1.1594,-1.0180,0.1956,1.555
23.290000,-1.2362,-1.0554,0.2889,1.651
23.315000,-1.2377,-1.0639,0.2763,1.655
23.319000,-1.2616,-1.0679,0.3798,1.696
